Age,Gender,Where_live,AVG_Sleep_Per_Night,Regular_Bed_time,Exam_Night_Bed_Time,Holiday_Bed_Time,Regular_WakeUp_Time,Holiday_WakeUp_Time,Have_Regular_Bed_Time,Daytime_Nap,Struggle_to_Sleep,Sleep_Condition,Electronic_Devices_Before_Bed,Consume_Caffeine_Night,Dinnar_Time,Smoke,Sleep_Affecting_Drugs,Daily_Academics_Time_Spend,Main_Reason_for_Insufficient_Sleep,Rate_Sleep_Quality,Class_Attendance,Sleepiness_During_Class,Skip_Class_for_Sleep,Focus_on_Academic_Task,Impact_of_Sleep_on_Academic,Current_CGPA5,CGPA3_Class,Aware_of_Recomamended_Sleep,Use_Sleep_Tracking_Devices,Sacrifices_Sleep_for_Academics
0.6733840656186324,0.0,0.8,0.7622582173345819,1.0,1.0,1.0,0.5,1.0,0.0,0.12250477689785406,0.41,0.04,0.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,0.7256680088159917,1.0,0.04,0.0,1.0,1.0,1.0,0.0,0.0
0.3527724966986544,0.0,0.9,0.6060160103605869,0.83,1.0,1.0,0.5,1.0,0.0,0.3050820497116383,0.11,0.25,1.0,0.0,1.0,1.0,1.0,0.14,0.0,0.63,0.39759498802293214,0.22755609299968563,1.0,0.78,0.87,1.0,1.0,1.0,0.0,1.0
0.6674195853177508,0.0,0.0,0.6053785457305333,0.98,0.75,0.96,1.0,1.0,1.0,0.26062039990882907,0.9,1.0,1.0,0.0,1.0,0.0,0.0,0.46,0.14265067713597582,0.67,0.5606400867029667,0.593928683681132,1.0,0.8,0.35,1.0,1.0,1.0,0.0,1.0
0.6645181681960296,0.0,0.4,0.6299210740154664,1.0,0.97,0.94,0.6,1.0,0.0,1.0,0.47,0.6,0.0,0.0,1.0,0.0,0.0,0.23,0.14598436330225997,0.64,0.33708756483084523,0.05666906014675273,0.0,0.58,0.34,1.0,1.0,1.0,0.0,0.0
0.36711116723741016,0.0,0.0,0.6100396599356349,1.0,1.0,0.98,0.6,1.0,0.0,0.38133947405447605,0.87,0.93,1.0,0.0,1.0,0.0,0.0,0.13,0.5506910943876446,0.67,0.12121145454110868,0.0,1.0,0.47,0.3,1.0,1.0,1.0,0.0,1.0
0.6880108121308237,0.0,0.0,0.6180234886776591,1.0,0.81,1.0,0.9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.62,0.0,0.25,0.422031867294529,0.6879407708444767,1.0,0.53,0.52,1.0,1.0,1.0,0.0,0.0
0.3333333333333333,0.0,0.9,0.5939206212163661,1.0,1.0,1.0,0.5,1.0,0.0,0.35972307709564044,0.36,0.75,1.0,0.0,1.0,1.0,1.0,0.27,0.25390957686179094,0.68,0.45084446599492267,0.0,1.0,0.47,0.13,1.0,1.0,1.0,0.0,0.0
0.6739656688294227,1.0,0.9,0.7742341471514379,1.0,0.99,1.0,0.5,1.0,0.0,0.3114646778612263,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31600668995863956,0.78,0.07115331275541861,0.0,1.0,0.83,0.32,1.0,1.0,1.0,0.0,1.0
0.6905740301795337,0.0,0.0,0.7043266047887273,0.79,0.65,0.98,0.5,1.0,0.0,0.37403619378276676,0.98,0.94,1.0,0.0,0.9,0.0,0.0,0.64,0.0,1.0,0.055545764771774864,0.5493243766665354,1.0,0.0,0.26,1.0,1.0,1.0,0.0,1.0
0.6537613275666732,1.0,0.9,0.6588248696152462,1.0,0.98,0.99,0.9,1.0,0.0,0.3645991757972316,0.37,0.71,0.0,0.0,1.0,1.0,1.0,0.28,0.04883893258865421,0.83,0.18058380467596702,0.7207465795138379,0.0,0.55,0.23,1.0,1.0,1.0,0.0,1.0
